Company,Location,Industry,Date,Total Employees,Laid Off,Percentage,Department,Funds Raised,Stage
Tesla,London,E-commerce,2025-06-14,35318,2000.0,5.66,Operations,2B,IPO
Company5,USA,Cloud,2024-11-09,25256,,,Finance,500M,IPO
Airbnb,France,Hardware,2024-01-09,33025,822.0,2.49,Product,,Public
DoorDash,,Entertainment,2020-05-05,11055,398.0,3.6,Finance,,Series A
Twitter,Germany,Entertainment,2020-09-22,22507,123.0,0.55,Engineering,500M,IPO
Meta,Germany,Hardware,2024-08-12,14436,15.0,0.1,Product,5B+,IPO
Company5,India,Software,2021-06-08,1863,27.0,1.45,Sales,100M,Series A
Company22,USA,Cloud,2020-11-26,13963,1091.0,7.81,Engineering,5B+,Series A
Company15,US,Hardware,2022-05-27,24535,,,HR,,Public
Company24,Canada,Fintech,2020-01-17,47374,603.0,1.27,Product,1B,Series A
Apple,US,Hardware,2020-01-19,34521,2765.0,8.01,Design,1B,Public
Snowflake,UK,Automotive,2024-10-17,25491,2134.0,8.37,Finance,,Private
Google,UK,E-commerce,2024-08-21,45023,632.0,1.4,HR,500M,IPO
Salesforce,,Hardware,2024-04-30,23253,2131.0,9.16,Sales,,Public
Google,UK,Automotive,2020-05-07,35445,3104.0,8.76,Marketing,Not specified,Public
Company11,France,Entertainment,2020-12-18,36136,1849.0,5.12,Operations,500M,Series A
Company43,United States,Entertainment,2025-03-10,19174,895.0,4.67,Design,500M,Series A
Company18,New York,Cloud,2024-06-29,22804,1544.0,6.77,Sales,2B,Series A
Zoom,France,Cloud,2021-12-24,13638,1196.0,8.77,Product,,Private
Company35,United States,E-commerce,2025-08-14,16343,,,Product,1B,Series A
Company3,Seattle,Hardware,2022-08-30,23409,1027.0,4.39,Finance,500M,Public
Company1,London,E-commerce,2023-02-04,19946,1918.0,9.62,Marketing,1B,Series A
Palantir,London,Cloud,2022-05-07,6318,55.0,0.87,Operations,5B+,IPO
Company12,Seattle,Entertainment,2020-08-14,11939,844.0,7.07,Design,,Private
Company25,,Fintech,2020-07-16,40643,,,Design,,IPO
Oracle,US,Automotive,2021-05-08,11419,,,Product,Not specified,IPO
Airbnb,Seattle,Cloud,2020-07-09,41837,2046.0,4.89,Product,500M,Private
Company11,,Hardware,2020-08-11,15538,67.0,0.43,Engineering,500M,IPO
Company4,San Francisco,Automotive,2024-03-08,38432,1405.0,3.66,Marketing,Not specified,Private
Company3,USA,E-commerce,2020-07-19,40063,2268.0,5.66,Marketing,,Private
Company12,London,Software,2021-03-17,4071,377.0,9.26,Marketing,5B+,IPO
Company32,US,Software,2025-05-06,4260,83.0,1.95,Product,500M,Series A
Company8,,Entertainment,2023-11-28,44726,456.0,1.02,Engineering,500M,Private
Company31,Germany,Automotive,2022-01-30,39108,1153.0,2.95,Finance,2B,IPO
Company50,France,Cloud,2020-03-01,45768,902.0,1.97,Marketing,2B,IPO
DoorDash,United States,E-commerce,2021-05-02,42757,2860.0,6.69,Finance,500M,Public
Company29,USA,E-commerce,2023-07-22,41358,3347.0,8.09,Sales,Not specified,Private
Company18,San Francisco,Hardware,2020-07-04,10432,408.0,3.91,Sales,2B,IPO
Company39,France,Hardware,2022-10-25,35258,2597.0,7.37,HR,500M,Public
Company3,UK,Fintech,2022-10-16,20551,1738.0,8.46,Engineering,Not specified,Private
Intel,US,Cloud,2024-03-20,40986,625.0,1.52,Product,100M,Public
Company35,Canada,Automotive,2023-10-21,2950,,,Sales,,Series A
Company21,,Social Media,2021-11-12,37142,2507.0,6.75,Operations,2B,Private
Company13,Seattle,Hardware,2023-11-02,22404,1008.0,4.5,Design,5B+,Series A
Company6,Seattle,Entertainment,2021-09-26,45716,2609.0,5.71,Finance,1B,Public
Oracle,Canada,Entertainment,2021-10-01,28684,146.0,0.51,Engineering,500M,IPO
Company17,USA,E-commerce,2024-06-17,29931,2523.0,8.43,Marketing,,Series A
Salesforce,,Software,2024-05-18,12811,647.0,5.05,Sales,Not specified,Public
Meta,Seattle,Entertainment,2025-03-26,40023,2987.0,7.46,Sales,2B,Public
Company24,London,Fintech,2020-01-21,45859,3949.0,8.61,HR,100M,Private
Company5,New York,Hardware,2021-02-05,20515,715.0,3.49,Sales,Not specified,Public
Apple,New York,Fintech,2023-02-14,14580,409.0,2.81,Engineering,,Public
Company26,Seattle,E-commerce,28/06/2022,20937,1661.0,7.93,Engineering,500M,Public
Company15,US,Social Media,2023-02-26,49555,,,Finance,100M,IPO
Amazon,,Cloud,2025-10-04,46885,3141.0,6.7,Product,Not specified,Series A
Company13,London,Cloud,2025-06-20,22113,,,Engineering,5B+,IPO
Company43,San Francisco,Fintech,2021-01-24,28018,1818.0,6.49,Design,2B,IPO
Company26,Germany,Cloud,2023-01-29,21860,304.0,1.39,Marketing,500M,Private
Company33,,Cloud,2023-06-30,26274,954.0,3.63,HR,2B,Series A
Microsoft,,Social Media,2022-02-09,36969,3787.0,10.24,HR,,IPO
Company7,London,Software,2024-04-20,28702,2742.0,9.55,Finance,,Public
Company33,France,Entertainment,2025-11-28,22414,150.0,0.67,Finance,1B,IPO
Company6,United States,Entertainment,2024-04-21,16729,698.0,4.17,Sales,100M,Series A
Company14,France,Hardware,2024-04-21,37136,3301.0,8.89,HR,100M,IPO
Shopify,Seattle,E-commerce,2021-11-30,23449,881.0,3.76,Engineering,,Private
Company50,India,Automotive,2022-06-14,8664,25.0,0.29,Product,100M,Series A
Company23,Seattle,Fintech,2020-01-25,40199,3648.0,9.07,Design,,Private
Zoom,USA,Entertainment,2021-05-04,30369,315.0,1.04,Marketing,5B+,Private
Company46,,Cloud,2024-11-22,18226,1755.0,9.63,HR,500M,Series A
Company49,,Social Media,2024-04-09,7200,,,Design,2B,Private
Twitter,New York,Automotive,2023-01-12,22277,446.0,2.0,Sales,500M,IPO
Company42,USA,Software,2020-09-23,33886,776.0,2.29,Marketing,1B,Public
Company36,India,Social Media,2021-10-24,3458,337.0,9.75,Product,1B,Series A
Company21,London,E-commerce,2025-02-06,14731,,,Operations,100M,Public
Company14,Germany,Cloud,2021-06-21,11366,1018.0,8.96,Design,Not specified,Public
Company47,United States,Fintech,2023-07-04,18563,1375.0,7.41,Operations,5B+,IPO
Company20,,Software,2024-04-09,21437,856.0,3.99,Finance,1B,Private
Company43,US,Social Media,2025-09-17,6136,23.0,0.37,Finance,5B+,IPO
Company42,,Cloud,16/10/2023,44877,1139.0,2.54,Marketing,2B,Public
Google,USA,Automotive,2024-11-16,39367,71.0,0.18,Finance,2B,IPO
Company23,Germany,Fintech,2020-06-10,8222,694.0,8.44,Engineering,2B,Private
Company8,United States,Automotive,2021-02-08,18913,1860.0,9.83,Product,100M,Series A
Company36,San Francisco,Cloud,2021-09-04,4729,290.0,6.13,Marketing,5B+,IPO
Company21,France,Software,2021-07-29,39665,3081.0,7.77,Engineering,Not specified,Private
Company46,San Francisco,Social Media,2022-07-08,3783,74.0,1.96,Product,1B,Series A
Company27,Canada,Cloud,2024-12-14,13888,579.0,4.17,Engineering,1B,Series A
Company34,Germany,Automotive,2021-09-01,23578,1176.0,4.99,Finance,5B+,Public
Company50,United States,Fintech,2023-08-17,39953,1655.0,4.14,Marketing,2B,IPO
Company50,United States,Social Media,2024-11-27,13572,381.0,2.81,Product,100M,Series A
Company42,Seattle,Fintech,2022-04-23,40269,,,Design,2B,Public
Company2,,Social Media,2023-03-12,43098,1074.0,2.49,Marketing,,Series A
Twitter,,Software,2020-04-10,4807,380.0,7.91,Design,1B,Private
Salesforce,New York,E-commerce,2021-04-25,49322,4938.0,10.01,Engineering,5B+,Private
Company11,Canada,Software,2020-02-12,37809,857.0,2.27,Design,500M,IPO
Company33,United States,Cloud,2025-08-26,38555,3744.0,9.71,Marketing,500M,IPO
Company44,New York,E-commerce,2020-09-23,40776,3766.0,9.24,Marketing,100M,IPO
Company23,London,Social Media,2023-05-23,41002,521.0,1.27,Design,,Series A
Company12,USA,Hardware,2023-12-16,21823,868.0,3.98,HR,Not specified,Public
Company26,UK,Hardware,2022-01-20,21229,101.0,0.48,HR,2B,Series A
Twitter,US,Automotive,2021-04-04,36963,1590.0,4.3,Design,,Private
Stripe,US,Entertainment,2023-01-31,46579,1743.0,3.74,HR,Not specified,Public
Company50,USA,Fintech,2020-08-29,11737,1061.0,9.04,Marketing,500M,Private
Company1,US,E-commerce,2023-12-01,10677,775.0,7.26,Finance,2B,Private
Company41,Germany,E-commerce,2022-04-10,37859,1682.0,4.44,Operations,,IPO
Intel,United States,Cloud,2025-08-30,28109,2467.0,8.78,Design,1B,IPO
Zoom,United States,Fintech,2025-05-24,48342,47.0,0.1,Sales,,Series A
Company21,New York,Hardware,2024-07-09,10854,878.0,8.09,Marketing,Not specified,Series A
Nvidia,France,Cloud,2023-01-22,22458,76.0,0.34,Engineering,,Series A
Company48,Canada,Entertainment,2023-03-06,14662,1262.0,8.61,Finance,100M,Series A
Company11,New York,Software,2021-05-07,16918,1243.0,7.35,Sales,Not specified,IPO
Company3,London,Social Media,2025-03-25,44108,,,Product,2B,Public
Company47,United States,Software,2024-10-29,35364,2837.0,8.02,Product,1B,Series A
Company19,New York,Cloud,2021-01-26,43530,1644.0,3.78,HR,2B,Private
Amazon,San Francisco,Automotive,2024-03-10,22788,175.0,0.77,Operations,1B,IPO
Palantir,Canada,Social Media,2025-09-05,36969,280.0,0.76,HR,5B+,Series A
Apple,,Software,2024-05-01,19715,89.0,0.45,Operations,5B+,IPO
Company30,France,Social Media,2022-10-08,12885,311.0,2.41,Design,5B+,Private
Company12,London,Automotive,20/05/2020,18221,1355.0,7.44,Engineering,2B,Public
Company44,,Software,2024-07-06,6891,306.0,4.44,Finance,2B,Public
Amazon,USA,Social Media,2023-09-09,10385,346.0,3.33,HR,5B+,Private
Company30,Germany,Entertainment,2021-02-23,21812,,,Engineering,1B,IPO
Company41,Germany,Entertainment,2024-08-05,9660,773.0,8.0,Design,5B+,Public
Stripe,,Hardware,2020-06-13,44351,1602.0,3.61,Marketing,2B,Series A
Company7,USA,Entertainment,2020-09-18,18754,1646.0,8.78,Sales,100M,Public
Company1,United States,Social Media,2020-06-14,21710,,,Engineering,Not specified,Private
Company5,US,Software,2022-03-31,1713,,,HR,,IPO
Company30,France,Software,2024-02-25,29205,2758.0,9.44,HR,100M,IPO
Company33,San Francisco,E-commerce,2023-06-04,35525,2947.0,8.3,HR,5B+,Series A
Company25,USA,Social Media,2025-05-06,47779,4757.0,9.96,Operations,,IPO
Company23,Canada,Entertainment,2021-01-30,11255,814.0,7.23,Design,2B,Private
Company33,London,Hardware,2021-05-02,26936,182.0,0.68,Marketing,,Series A
Tesla,USA,Social Media,2022-05-10,4815,421.0,8.74,HR,,Private
Company35,Seattle,Social Media,2022-06-21,2376,149.0,6.27,Finance,Not specified,IPO
Company15,UK,Fintech,2022-08-25,12760,956.0,7.49,Design,,Series A
Company41,France,Social Media,09/11/2020,4283,182.0,4.25,Engineering,,Series A
Oracle,,Entertainment,2022-08-21,48020,829.0,1.73,Finance,2B,Public
Company21,Germany,Cloud,2024-12-28,8910,635.0,7.13,Design,500M,Private
Palantir,France,Social Media,2025-03-20,14860,911.0,6.13,Design,1B,Public
Company35,UK,Entertainment,2025-02-23,18427,1004.0,5.45,HR,Not specified,IPO
Company6,US,Automotive,2023-02-14,18921,956.0,5.05,Design,500M,Private
Company22,,Cloud,2024-02-02,33161,1316.0,3.97,Marketing,1B,IPO
DoorDash,US,Entertainment,2024-03-01,19125,1836.0,9.6,Marketing,2B,Series A
Company31,Seattle,Social Media,2020-06-25,6310,456.0,7.23,Operations,2B,Series A
Company32,US,E-commerce,2025-08-30,43749,3514.0,8.03,Design,1B,Private
Company38,London,Hardware,2023-10-19,30265,2188.0,7.23,Marketing,500M,Public
Airbnb,New York,Automotive,2022-03-08,12864,774.0,6.02,Sales,1B,IPO
Company41,US,Software,2025-07-02,27943,427.0,1.53,Sales,Not specified,Series A
Company46,UK,Entertainment,2020-01-07,45599,2115.0,4.64,Finance,1B,Series A
Company36,India,Hardware,2023-05-10,19429,910.0,4.68,Sales,500M,IPO
Company7,Germany,Automotive,2025-07-26,5761,376.0,6.53,Operations,100M,Series A
Company17,UK,Hardware,2022-11-15,18323,,,Marketing,1B,Series A
Company2,New York,Entertainment,2021-06-03,21672,1177.0,5.43,Marketing,1B,Public
Snowflake,US,Cloud,2022-09-26,40971,,,Product,5B+,Private
Company16,Seattle,Fintech,20/03/2024,47728,1666.0,3.49,Operations,5B+,Private
Apple,London,Fintech,2022-12-02,42169,3938.0,9.34,HR,Not specified,Private
Company6,,E-commerce,2024-09-06,15322,22.0,0.14,Marketing,,Public
Company46,USA,Hardware,2023-01-26,11777,89.0,0.76,Engineering,1B,Private
Airbnb,France,Social Media,2020-03-27,30810,3037.0,9.86,Finance,500M,Public
Company2,,Automotive,2021-03-31,32949,1773.0,5.38,Design,Not specified,Series A
Microsoft,UK,E-commerce,2021-11-23,23998,225.0,0.94,Sales,500M,Public
Company32,US,Software,2020-09-24,6366,552.0,8.67,Finance,,Private
Company32,San Francisco,E-commerce,2022-03-24,32899,284.0,0.86,Product,1B,Private
Palantir,San Francisco,E-commerce,2025-02-16,46678,4324.0,9.26,Engineering,Not specified,Private
Company15,New York,Fintech,2024-07-02,13679,1308.0,9.56,Sales,,Public
Company2,India,Software,2022-09-12,23118,1063.0,4.6,Operations,100M,Series A
Intel,Germany,Fintech,2023-07-31,34299,2003.0,5.84,Sales,,Series A
Company16,USA,Cloud,2023-03-10,49469,4731.0,9.56,HR,100M,Public
Company24,Germany,E-commerce,2020-04-20,33844,33.0,0.1,HR,5B+,Series A
Intel,United States,Fintech,2023-10-26,39017,2749.0,7.05,Finance,Not specified,Private
Company29,San Francisco,Automotive,2024-01-21,36454,1692.0,4.64,Sales,1B,IPO
Oracle,,Fintech,2025-07-05,22302,794.0,3.56,Finance,5B+,Private
Company35,London,Fintech,2020-04-24,16690,1668.0,9.99,Finance,100M,IPO
Company49,,Cloud,2023-03-04,14335,511.0,3.56,HR,2B,IPO
Company41,London,Cloud,2023-03-04,18415,1501.0,8.15,Design,,Public
Company27,San Francisco,Cloud,2021-05-12,29668,1115.0,3.76,HR,Not specified,Series A
Company3,Germany,Social Media,2020-06-27,19212,872.0,4.54,HR,1B,Public
Uber,London,Entertainment,2022-10-11,32862,2372.0,7.22,Sales,100M,Private
Company20,Seattle,Entertainment,2020-02-19,2933,338.0,11.52,Product,100M,IPO
Company48,New York,Software,2022-05-23,1784,159.0,8.91,Marketing,5B+,Series A
Company18,India,Entertainment,2024-01-09,49171,1110.0,2.26,HR,1B,Private
Intel,France,E-commerce,2022-08-21,2299,162.0,7.05,Engineering,2B,IPO
Company33,UK,Cloud,2020-12-08,41131,,,Marketing,2B,Series A
Company21,New York,Hardware,2020-02-10,7212,551.0,7.64,Product,5B+,IPO
Company4,US,Fintech,2022-06-13,19482,185.0,0.95,Sales,2B,IPO
Company24,San Francisco,Hardware,2024-09-08,46704,3656.0,7.83,Sales,1B,Private
Company33,Seattle,Social Media,2022-11-01,46028,2341.0,5.09,HR,500M,Series A
Company26,San Francisco,Fintech,2024-02-05,6782,464.0,6.84,Engineering,,Private
Amazon,New York,Automotive,09/01/2021,30714,1425.0,4.64,HR,500M,IPO
Company30,USA,Cloud,2021-05-14,24634,1697.0,6.89,Engineering,1B,IPO
Oracle,USA,Software,2024-06-23,33022,,,Finance,500M,Series A
Company3,San Francisco,Software,2024-12-15,41950,2508.0,5.98,Operations,,Series A
Company18,UK,Automotive,2025-11-20,44516,1871.0,4.2,Product,5B+,Private
Company12,UK,Software,20/09/2023,4531,,,Product,500M,Public
Company15,Canada,Entertainment,2021-11-10,32107,790.0,2.46,Marketing,,IPO
Company9,San Francisco,Entertainment,2023-05-09,44918,1227.0,2.73,Sales,500M,Private
Twitter,New York,Software,2025-12-16,4956,223.0,4.5,HR,500M,Series A
Company49,India,Hardware,2020-10-03,22608,1532.0,6.78,Engineering,1B,IPO
Company17,London,Fintech,2022-01-01,10622,106.0,1.0,Operations,5B+,Private
Company44,Canada,Entertainment,2025-07-14,14746,227.0,1.54,HR,Not specified,IPO
Company28,USA,Cloud,2022-05-19,6530,250.0,3.83,Product,,Series A
Company42,,Software,2025-07-07,42556,1365.0,3.21,Design,,Private
Company11,,Fintech,2023-08-09,5617,273.0,4.86,Product,500M,Public
Company9,Germany,Cloud,2020-07-03,17453,1085.0,6.22,Engineering,1B,Series A
Company42,New York,Automotive,2025-11-06,26370,,,HR,Not specified,Series A
Company30,India,Social Media,2021-10-10,31568,730.0,2.31,Engineering,1B,Public
Company45,France,E-commerce,2023-07-30,14397,703.0,4.88,Operations,2B,Private
Company35,Seattle,Software,28/02/2021,35980,,,Marketing,5B+,Series A
Intel,,Hardware,2021-11-30,39515,3138.0,7.94,Engineering,,Public
Company31,Canada,Entertainment,2025-10-04,19077,1047.0,5.49,Product,500M,IPO
Apple,India,Automotive,2021-11-23,24086,117.0,0.49,Marketing,1B,Series A
Company43,,E-commerce,2022-06-20,31294,887.0,2.83,Sales,100M,Public
Company27,London,Automotive,2025-06-06,4625,209.0,4.52,Marketing,2B,Private
Company7,Canada,Hardware,2024-03-20,7080,314.0,4.44,Product,,Private
Palantir,United States,Cloud,2021-03-19,20183,28.0,0.14,Marketing,5B+,Public
Netflix,India,Social Media,2024-03-14,34178,2955.0,8.65,Engineering,5B+,Series A
Company44,San Francisco,Automotive,2023-07-15,22300,1803.0,8.09,Product,Not specified,IPO
Company7,France,Fintech,2022-08-14,20659,,,Engineering,1B,Series A
Palantir,Germany,Automotive,2021-04-01,30040,2480.0,8.26,Operations,100M,Series A
Company10,,Entertainment,2025-07-21,40791,2490.0,6.1,Marketing,5B+,Public
Company14,US,Software,2021-06-08,26676,499.0,1.87,Engineering,5B+,Public
Amazon,,Entertainment,2022-06-20,28188,2102.0,7.46,Design,1B,Private
Company21,San Francisco,Entertainment,2022-08-21,36670,744.0,2.03,HR,,Public
Company35,Canada,Software,2023-07-12,42936,1326.0,3.09,Design,1B,Private
Company16,Seattle,Software,2025-05-23,29377,1387.0,4.72,Engineering,2B,Private
Company38,,Automotive,2022-02-19,40255,,,Product,500M,Public
Company42,,Fintech,2020-03-18,19162,1856.0,9.69,Marketing,5B+,Private
Company3,Seattle,Automotive,2021-03-11,48346,3510.0,7.26,Marketing,100M,Private
Company43,India,Fintech,2022-12-30,45374,1769.0,3.9,Engineering,Not specified,Private
Company37,India,Entertainment,2023-04-02,35956,3337.0,9.28,Finance,2B,IPO
Company8,UK,Entertainment,2024-11-27,46439,4102.0,8.83,Engineering,2B,Private
Google,New York,Hardware,2025-08-15,1449,104.0,7.18,Engineering,1B,Private
Company33,France,Hardware,2023-02-06,38438,1117.0,2.91,Finance,2B,IPO
Nvidia,France,Automotive,2022-09-23,26152,698.0,2.67,Finance,2B,IPO
Company48,,Automotive,2021-04-09,8641,557.0,6.45,Marketing,2B,Series A
Uber,New York,Software,2021-06-14,26365,2220.0,8.42,Design,1B,IPO
Company11,US,Entertainment,2024-08-25,26875,625.0,2.33,Finance,2B,Series A
Company32,USA,Fintech,2024-06-07,13145,326.0,2.48,Product,100M,Series A
Company25,UK,Cloud,2022-07-13,16407,473.0,2.88,Sales,500M,Private
Company22,India,Cloud,2020-06-03,46730,3877.0,8.3,Finance,100M,IPO
Company15,US,E-commerce,2025-06-17,36755,,,Product,Not specified,Public
Company38,United States,E-commerce,2023-03-30,45400,3555.0,7.83,Design,Not specified,Series A
Company33,,Cloud,2023-04-29,42477,1353.0,3.19,Engineering,5B+,IPO
Shopify,,Entertainment,2024-09-21,40938,3257.0,7.96,HR,Not specified,Series A
Amazon,New York,Automotive,2023-07-02,16828,,,Sales,Not specified,Series A
Airbnb,India,Social Media,2022-03-06,38699,464.0,1.2,Sales,Not specified,Private
Company50,New York,Hardware,2020-06-09,6580,290.0,4.41,HR,2B,Series A
Company9,London,Social Media,2021-10-11,12447,563.0,4.52,Sales,Not specified,Series A
Meta,India,Software,30/11/2025,6190,675.0,10.9,Design,5B+,Series A
Meta,France,Automotive,2025-01-04,38436,1631.0,4.24,Marketing,5B+,IPO
Apple,USA,Automotive,2024-03-12,37085,3069.0,8.28,Sales,500M,Series A
Company19,Germany,Entertainment,2022-07-24,46580,2220.0,4.77,Operations,5B+,Private
Salesforce,Germany,E-commerce,2022-08-29,3413,371.0,10.87,Design,Not specified,Public
Company35,Seattle,E-commerce,2022-07-11,28892,1331.0,4.61,Product,100M,Series A
Twitter,USA,E-commerce,2024-08-23,8910,82.0,0.92,Design,5B+,Public
Company7,,Software,2025-04-06,39973,412.0,1.03,Design,,Series A
Company41,,E-commerce,2024-09-23,47491,4621.0,9.73,Operations,100M,Private
Company33,US,Software,2020-08-29,24580,1003.0,4.08,Marketing,100M,Series A
Company15,Germany,Cloud,2023-12-02,29793,601.0,2.02,Sales,100M,Private
Company5,London,Social Media,2025-12-03,45711,3769.0,8.25,Operations,5B+,IPO
Company46,United States,Hardware,2025-06-05,42294,1224.0,2.89,Product,5B+,Private
Company4,Canada,Automotive,2024-09-02,5975,,,Finance,Not specified,Private
Company20,Seattle,Software,23/08/2021,7677,526.0,6.85,Design,1B,Private
Company20,,Fintech,2022-01-13,1246,102.0,8.19,HR,,Private
Company37,,Automotive,2022-07-31,8181,597.0,7.3,Marketing,1B,Series A
Netflix,San Francisco,Social Media,2025-03-02,30295,2751.0,9.08,Engineering,2B,Public
Company36,UK,Fintech,2021-10-29,17007,27.0,0.16,Operations,,Public
Company26,Canada,Cloud,2022-07-08,33938,2819.0,8.31,Engineering,Not specified,Public
Company7,France,Software,2023-07-20,43495,2453.0,5.64,Product,500M,Public
Company34,New York,Entertainment,2023-01-09,13679,815.0,5.96,Sales,Not specified,IPO
Company32,USA,Social Media,2020-06-12,45830,569.0,1.24,Sales,2B,Series A
Company19,UK,Social Media,2020-09-10,18352,1117.0,6.09,Finance,5B+,Private
Company26,India,Hardware,2021-01-08,30272,2391.0,7.9,Sales,2B,Series A
Company3,UK,Automotive,2021-01-11,43399,3856.0,8.88,Engineering,2B,Series A
Company35,UK,Automotive,2025-03-10,17146,1605.0,9.36,Finance,1B,Series A
