Company,Location,Industry,Date,Year,Total_Employees,Laid_Off,Layoff_Percentage,Department,Funds_Raised,Stage,Layoff_Intensity_Category,"Company_Size_Category
","Funding_Category
"
Company5,Unknown,Software,2023-10-02,2023,"13,620",286,2.10%,Marketing,Not Specified,Private,Low,Medium,Unknown
Company27,United States,Hardware,2025-10-24,2025,"37,814",575,1.52%,Sales,Not specified,Series A,Low,Large,Unknown
Company45,United Kingdom,E-commerce,2022-10-12,2022,"48,727",4857,9.97%,Finance,100M,IPO,Severe,Large,Early Stage
Company8,Unknown,Social Media,2020-07-05,2020,"44,773",4004,8.94%,Sales,Not specified,Series A,Severe,Large,Unknown
Company38,United Kingdom,Hardware,2023-12-15,2023,"5,522",513,9.29%,Operations,Not specified,IPO,Severe,Medium,Unknown
Company18,United States,E-commerce,2025-06-19,2025,"21,828",1555,7.12%,Operations,2B,Private,High,Large,Late Stage
Company16,Canada,Cloud,2020-05-16,2020,"41,533",3056,7.36%,Finance,2B,Public,High,Large,Late Stage
Company11,Germany,Entertainment,2024-03-02,2024,"2,315",NA,0.00%,HR,2B,Private,Low,Small,Late Stage
Company42,France,E-commerce,2025-08-02,2025,"45,498",2332,5.13%,Sales,2B,Series A,Moderate,Large,Late Stage
DoorDash,United States,Fintech,2024-11-17,2024,"24,958",NA,0.00%,Engineering,500M,IPO,Low,Large,Growth Stage
Google,United States,Automotive,2025-12-30,2025,"14,092",868,6.16%,Product,500M,Private,Moderate,Medium,Growth Stage
Company8,United Kingdom,Entertainment,2023-12-29,2023,"13,747",NA,0.00%,Marketing,Not specified,Series A,Low,Medium,Unknown
Netflix,United Kingdom,Fintech,2024-10-27,2024,"3,431",233,6.79%,Engineering,100M,Public,Moderate,Small,Early Stage
Company48,United Kingdom,Automotive,2023-10-12,2023,"25,886",236,0.91%,Design,Not specified,IPO,Low,Large,Unknown
Company2,United States,Entertainment,2020-12-09,2020,"43,967",2422,5.51%,Operations,2B,Series A,Moderate,Large,Late Stage
Company13,Canada,Cloud,2023-03-16,2023,"8,458",561,6.63%,Operations,100M,Private,Moderate,Medium,Early Stage
Company33,United States,Automotive,2020-01-14,2020,"30,323",2101,6.93%,Operations,2B,Series A,Moderate,Large,Late Stage
Company9,United States,Social Media,2023-08-26,2023,"28,843",NA,0.00%,Product,2B,Public,Low,Large,Late Stage
Company15,Canada,Cloud,2024-10-27,2024,"18,968",583,3.07%,HR,100M,IPO,Low,Medium,Early Stage
Company8,France,Automotive,2022-11-12,2022,"5,725",214,3.74%,Operations,2B,Private,Low,Medium,Late Stage
Company28,Unknown,Software,2025-03-31,2025,"30,119",3059,10.16%,Sales,1B,Public,Severe,Large,Late Stage
Snowflake,India,Social Media,2020-06-18,2020,"10,990",537,4.89%,Engineering,5B+,IPO,Low,Medium,Mature
Tesla,United Kingdom,Automotive,2022-08-07,2022,"33,437",3075,9.20%,HR,Not specified,IPO,Severe,Large,Unknown
Company27,Unknown,Entertainment,2021-04-30,2021,"18,886",273,1.45%,HR,Not Specified,Private,Low,Medium,Unknown
Company44,Unknown,Automotive,2020-02-12,2020,"43,120",2745,6.37%,Operations,5B+,Public,Moderate,Large,Mature
Snowflake,France,Fintech,2023-12-15,2023,"42,232",NA,0.00%,Finance,2B,Private,Low,Large,Late Stage
Company10,United Kingdom,Fintech,2020-11-01,2020,"41,645",3896,9.36%,Marketing,100M,Public,Severe,Large,Early Stage
Company30,United States,Automotive,2023-05-28,2023,"3,747",176,4.70%,Sales,Not Specified,Public,Low,Small,Unknown
Company27,United States,Automotive,2021-01-10,2021,"10,884",685,6.29%,Sales,500M,Private,Moderate,Medium,Growth Stage
Company50,Unknown,Fintech,2023-12-29,2023,"7,038",95,1.35%,Product,100M,Series A,Low,Medium,Early Stage
Nvidia,Germany,Social Media,2025-09-17,2025,"11,872",846,7.13%,Design,100M,Private,High,Medium,Early Stage
Company39,United Kingdom,Fintech,2025-12-01,2025,"9,711",555,5.72%,HR,1B,IPO,Moderate,Medium,Late Stage
Stripe,United States,Software,2021-06-06,2021,"26,208",2608,9.95%,Finance,1B,Private,Severe,Large,Late Stage
Company15,Unknown,Hardware,2022-07-24,2022,"15,679",151,0.96%,Operations,100M,IPO,Low,Medium,Early Stage
Company32,United States,Automotive,2021-06-21,2021,"31,782",NA,0.00%,Sales,Not specified,Public,Low,Large,Unknown
Company12,United States,Cloud,2022-06-17,2022,"12,357",NA,0.00%,Finance,100M,Public,Low,Medium,Early Stage
Company29,United States,Fintech,2020-03-25,2020,"16,264",NA,0.00%,Finance,100M,IPO,Low,Medium,Early Stage
Apple,United States,Cloud,2024-02-03,2024,"40,722",1800,4.42%,HR,Not Specified,IPO,Low,Large,Unknown
Company9,United States,Fintech,2021-02-13,2021,"43,525",4040,9.28%,Operations,500M,Public,Severe,Large,Growth Stage
Company3,United States,Cloud,2021-04-12,2021,"18,878",815,4.32%,Marketing,Not specified,Series A,Low,Medium,Unknown
Company7,Unknown,Entertainment,2025-03-30,2025,"25,346",NA,0.00%,Operations,2B,IPO,Low,Large,Late Stage
Company7,United States,E-commerce,2021-09-02,2021,"26,411",2490,9.43%,Engineering,1B,Public,Severe,Large,Late Stage
Company22,United States,Social Media,2024-02-29,2024,"33,262",1696,5.10%,Marketing,500M,Private,Moderate,Large,Growth Stage
Airbnb,United States,E-commerce,2024-12-17,2024,"19,281",1739,9.02%,HR,500M,Series A,Severe,Medium,Growth Stage
Google,United States,Hardware,2021-03-30,2021,"11,129",520,4.67%,Design,1B,Private,Low,Medium,Late Stage
Company8,United States,Social Media,2024-07-04,2024,"5,151",NA,0.00%,Design,5B+,IPO,Low,Medium,Mature
Oracle,Unknown,E-commerce,2025-08-15,2025,"34,585",NA,0.00%,Marketing,5B+,Series A,Low,Large,Mature
Company7,United Kingdom,Social Media,2025-11-10,2025,"8,077",266,3.29%,Finance,Not specified,IPO,Low,Medium,Unknown
Company5,Unknown,Social Media,2020-01-25,2020,"31,960",2043,6.39%,HR,Not Specified,IPO,Moderate,Large,Unknown
Oracle,United Kingdom,Social Media,2020-12-01,2020,"37,903",3782,9.98%,Sales,Not specified,Private,Severe,Large,Unknown
Company24,Canada,Entertainment,2024-06-25,2024,"41,834",737,1.76%,Design,Not Specified,Series A,Low,Large,Unknown
Company37,United Kingdom,Automotive,2021-09-29,2021,"22,682",803,3.54%,HR,2B,IPO,Low,Large,Late Stage
Company24,United Kingdom,Automotive,2020-11-23,2020,"2,144",NA,0.00%,HR,Not specified,Private,Low,Small,Unknown
Company21,Unknown,Cloud,2025-12-27,2025,"12,356",172,1.39%,Operations,Not Specified,Series A,Low,Medium,Unknown
Apple,Canada,Automotive,2023-10-10,2023,"15,587",458,2.94%,Finance,5B+,Series A,Low,Medium,Mature
Company47,United States,Cloud,2024-02-11,2024,"33,939",540,1.59%,Design,5B+,IPO,Low,Large,Mature
Company2,Germany,Cloud,2024-06-23,2024,"31,341",2729,8.71%,Sales,100M,Private,Severe,Large,Early Stage
Nvidia,France,E-commerce,2025-10-05,2025,"26,282",666,2.53%,Sales,5B+,Series A,Low,Large,Mature
Company44,United Kingdom,Social Media,2020-06-15,2020,"33,490",3188,9.52%,Design,Not Specified,Private,Severe,Large,Unknown
Company5,United States,Hardware,2022-03-07,2022,"43,314",1303,3.01%,Engineering,500M,IPO,Low,Large,Growth Stage
Company33,India,Software,2025-09-27,2025,"22,032",668,3.03%,Sales,100M,Private,Low,Large,Early Stage
Company26,Unknown,E-commerce,2021-07-12,2021,"36,885",687,1.86%,Design,5B+,IPO,Low,Large,Mature
Company37,United Kingdom,Automotive,2024-06-09,2024,"29,807",2131,7.15%,Finance,500M,Private,High,Large,Growth Stage
DoorDash,United Kingdom,Social Media,2020-11-22,2020,"7,668",762,9.94%,HR,1B,Series A,Severe,Medium,Late Stage
Palantir,United States,Hardware,2022-04-25,2022,"29,287",NA,0.00%,Product,1B,Series A,Low,Large,Late Stage
Uber,United States,Hardware,2021-10-19,2021,"13,546",NA,0.00%,Finance,Not specified,Private,Low,Medium,Unknown
Company30,United States,Automotive,2024-12-10,2024,"45,415",2379,5.24%,Marketing,100M,Private,Moderate,Large,Early Stage
Salesforce,United Kingdom,Entertainment,2025-03-09,2025,"36,549",NA,0.00%,Design,5B+,Public,Low,Large,Mature
Company35,Unknown,E-commerce,2023-06-10,2023,"26,965",1481,5.49%,Operations,2B,Series A,Moderate,Large,Late Stage
Company5,United States,Entertainment,2021-01-17,2021,"47,840",3864,8.08%,Product,2B,Private,Severe,Large,Late Stage
Uber,Canada,Software,2024-01-17,2024,"15,986",384,2.40%,Product,5B+,Series A,Low,Medium,Mature
Tesla,France,Cloud,2021-12-20,2021,"21,329",1903,8.92%,Product,Not specified,Private,Severe,Large,Unknown
Salesforce,United States,Cloud,2022-12-25,2022,"17,891",1676,9.37%,Engineering,Not Specified,Private,Severe,Medium,Unknown
Uber,France,Cloud,2023-06-06,2023,"20,465",1701,8.31%,Product,1B,Private,Severe,Large,Late Stage
Stripe,United States,Software,2021-06-08,2021,"11,292",418,3.70%,Sales,Not specified,Public,Low,Medium,Unknown
Company25,France,Automotive,2024-10-04,2024,"21,739",852,3.92%,Finance,Not Specified,Public,Low,Large,Unknown
Company50,United Kingdom,Hardware,2025-11-01,2025,"23,163",1659,7.16%,Sales,100M,Public,High,Large,Early Stage
Company15,Unknown,Entertainment,2021-08-07,2021,"46,833",1698,3.63%,Design,Not Specified,IPO,Low,Large,Unknown
DoorDash,United Kingdom,Cloud,2020-08-03,2020,"43,364",3114,7.18%,Operations,100M,IPO,High,Large,Early Stage
Company39,Canada,Fintech,2021-03-20,2021,"18,997",1717,9.04%,Marketing,100M,IPO,Severe,Medium,Early Stage
Company47,France,Cloud,2025-01-29,2025,"33,094",2407,7.27%,Product,Not Specified,Private,High,Large,Unknown
Company45,United States,E-commerce,2024-11-10,2024,"17,167",601,3.50%,HR,2B,Series A,Low,Medium,Late Stage
Company5,United States,Entertainment,2022-08-28,2022,"41,484",3414,8.23%,Engineering,100M,Private,Severe,Large,Early Stage
Company39,United States,Fintech,2023-03-13,2023,"49,846",1824,3.66%,Operations,500M,Series A,Low,Large,Growth Stage
Company41,United States,E-commerce,2021-08-25,2021,"41,699",2812,6.74%,Finance,100M,Private,Moderate,Large,Early Stage
Palantir,India,Automotive,2025-09-06,2025,"39,183",297,0.76%,HR,100M,Private,Low,Large,Early Stage
Company49,United States,E-commerce,2022-03-03,2022,"1,594",62,3.89%,HR,2B,Private,Low,Small,Late Stage
Shopify,United States,E-commerce,2021-10-23,2021,"22,827",605,2.65%,Sales,Not Specified,Series A,Low,Large,Unknown
Company15,France,Software,2020-10-04,2020,"22,258",925,4.16%,Marketing,1B,Series A,Low,Large,Late Stage
Company10,France,Entertainment,2023-12-10,2023,"41,318",1208,2.92%,Marketing,Not specified,Public,Low,Large,Unknown
Company14,United States,Hardware,2025-06-28,2025,"18,545",1575,8.49%,Engineering,Not Specified,IPO,Severe,Medium,Unknown
Company27,United Kingdom,Hardware,2025-05-09,2025,"11,931",443,3.71%,Design,1B,Series A,Low,Medium,Late Stage
Company32,United Kingdom,Social Media,2022-09-03,2022,"29,552",1526,5.16%,Engineering,100M,Public,Moderate,Large,Early Stage
Company40,Germany,E-commerce,2020-08-29,2020,"19,298",598,3.10%,Sales,500M,Public,Low,Medium,Growth Stage
Company27,France,Entertainment,2023-07-03,2023,"1,567",40,2.55%,Marketing,500M,Public,Low,Small,Growth Stage
Company24,United States,Automotive,2025-03-14,2025,"27,673",1655,5.98%,Design,2B,Private,Moderate,Large,Late Stage
Company40,United States,Software,2022-03-10,2022,"22,446",727,3.24%,Engineering,2B,Series A,Low,Large,Late Stage
Company42,United States,Cloud,2023-10-23,2023,"42,705",249,0.58%,HR,1B,Private,Low,Large,Late Stage
Company17,France,Entertainment,2023-08-19,2023,"38,893",1083,2.78%,Operations,1B,Private,Low,Large,Late Stage
Company21,Unknown,Fintech,2025-09-25,2025,"25,124",2206,8.78%,Engineering,2B,Series A,Severe,Large,Late Stage
Company11,United Kingdom,Cloud,2025-01-29,2025,"48,176",1079,2.24%,Marketing,Not specified,Series A,Low,Large,Unknown
Company41,United States,Cloud,2022-06-30,2022,"14,846",NA,0.00%,Engineering,100M,Private,Low,Medium,Early Stage
Company37,United Kingdom,Software,2020-02-24,2020,"26,825",1787,6.66%,Design,Not Specified,Private,Moderate,Large,Unknown
Palantir,United States,Social Media,2021-04-12,2021,"15,965",1285,8.05%,Sales,Not specified,Series A,Severe,Medium,Unknown
Company43,United States,Entertainment,2023-09-24,2023,"30,837",1770,5.74%,Product,Not Specified,Public,Moderate,Large,Unknown
Company35,United Kingdom,Fintech,2020-01-22,2020,"32,110",268,0.83%,HR,5B+,Private,Low,Large,Mature
Company1,India,Entertainment,2025-12-24,2025,"13,056",NA,0.00%,Design,1B,Series A,Low,Medium,Late Stage
Company42,Unknown,Social Media,2022-03-09,2022,"38,604",140,0.36%,Sales,Not specified,IPO,Low,Large,Unknown
Company18,United States,Entertainment,2020-04-25,2020,"16,573",27,0.16%,Product,Not specified,IPO,Low,Medium,Unknown
Company39,United Kingdom,Hardware,2022-12-21,2022,"23,588",1297,5.50%,Design,1B,Public,Moderate,Large,Late Stage
Shopify,United States,Social Media,2025-05-10,2025,"10,552",278,2.63%,HR,5B+,IPO,Low,Medium,Mature
Company29,United States,Cloud,2025-04-16,2025,"21,967",1014,4.62%,Engineering,1B,IPO,Low,Large,Late Stage
Company49,Germany,Fintech,2021-02-24,2021,"45,042",1725,3.83%,Finance,1B,Public,Low,Large,Late Stage
Company11,United States,Cloud,2022-09-25,2022,"26,198",2018,7.70%,Marketing,100M,Private,High,Large,Early Stage
Company45,Unknown,Fintech,2020-09-09,2020,"35,930",1284,3.57%,Product,Not Specified,Private,Low,Large,Unknown
Company1,United States,Software,2025-10-13,2025,"48,857",NA,0.00%,Design,5B+,IPO,Low,Large,Mature
Company37,United States,Fintech,2025-07-13,2025,"27,639",1153,4.17%,Marketing,Not Specified,Public,Low,Large,Unknown
Company41,United Kingdom,Automotive,2023-01-12,2023,"6,695",328,4.90%,Design,Not specified,Private,Low,Medium,Unknown
Company29,France,E-commerce,2023-01-09,2023,"12,419",944,7.60%,Marketing,100M,Public,High,Medium,Early Stage
Company22,United Kingdom,Fintech,2025-06-21,2025,"21,156",1855,8.77%,Product,2B,Series A,Severe,Large,Late Stage
Company6,United States,Entertainment,2020-01-02,2020,"40,328",1161,2.88%,Design,100M,Public,Low,Large,Early Stage
Company41,United States,Cloud,2022-01-08,2022,"37,659",NA,0.00%,Design,1B,Series A,Low,Large,Late Stage
Shopify,United Kingdom,Fintech,2023-01-03,2023,"21,888",1911,8.73%,Marketing,5B+,Public,Severe,Large,Mature
Company42,Unknown,E-commerce,2024-11-09,2024,"22,615",16,0.07%,Product,Not specified,Public,Low,Large,Unknown
Company36,United Kingdom,Cloud,2024-06-05,2024,"48,268",4297,8.90%,Marketing,2B,Series A,Severe,Large,Late Stage
Company45,United States,Software,2022-06-03,2022,"24,999",1320,5.28%,Engineering,5B+,Public,Moderate,Large,Mature
Company36,United States,Social Media,2023-03-25,2023,"13,359",482,3.61%,Engineering,5B+,Public,Low,Medium,Mature
Zoom,United States,Software,2021-12-03,2021,"30,883",1276,4.13%,HR,500M,Public,Low,Large,Growth Stage
Amazon,United Kingdom,Hardware,2021-05-14,2021,"1,519",140,9.22%,Engineering,2B,Private,Severe,Small,Late Stage
Company23,Germany,Automotive,2024-03-12,2024,"11,690",383,3.28%,HR,2B,Series A,Low,Medium,Late Stage
Company41,Unknown,E-commerce,2024-08-10,2024,"38,780",3848,9.92%,Design,100M,Private,Severe,Large,Early Stage
Company30,United States,Entertainment,2025-05-21,2025,"27,580",1952,7.08%,Finance,2B,Series A,High,Large,Late Stage
Intel,Unknown,Software,2022-07-18,2022,"2,810",322,11.46%,Finance,500M,Series A,Severe,Small,Growth Stage
Company7,Canada,E-commerce,2024-11-21,2024,"12,351",313,2.53%,Operations,5B+,Private,Low,Medium,Mature
Amazon,United States,Social Media,2024-05-15,2024,"31,151",2895,9.29%,Sales,Not Specified,IPO,Severe,Large,Unknown
Company23,Germany,Cloud,2024-06-30,2024,"19,640",25,0.13%,Marketing,5B+,Private,Low,Medium,Mature
Company17,India,Fintech,2023-09-29,2023,"42,596",3046,7.15%,Engineering,100M,IPO,High,Large,Early Stage
Snowflake,Unknown,Hardware,2024-11-21,2024,"24,362",1318,5.41%,Sales,500M,Series A,Moderate,Large,Growth Stage
Meta,France,Automotive,2023-07-15,2023,"38,381",125,0.33%,Sales,500M,Private,Low,Large,Growth Stage
Airbnb,Germany,Entertainment,2025-05-23,2025,"5,629",NA,0.00%,Design,Not Specified,IPO,Low,Medium,Unknown
Meta,United States,Fintech,2023-03-10,2023,"32,241",2960,9.18%,Finance,Not specified,Private,Severe,Large,Unknown
Microsoft,United States,Automotive,2022-09-28,2022,"29,451",2056,6.98%,Product,100M,Private,Moderate,Large,Early Stage
Amazon,Unknown,Fintech,2024-11-03,2024,"12,314",662,5.38%,Engineering,100M,IPO,Moderate,Medium,Early Stage
Company26,United States,Software,2023-02-10,2023,"35,296",3081,8.73%,Marketing,5B+,Private,Severe,Large,Mature
Tesla,Unknown,Entertainment,2021-07-21,2021,"32,739",1027,3.14%,Sales,1B,Private,Low,Large,Late Stage
Company3,Canada,Fintech,2024-02-08,2024,"38,304",228,0.60%,HR,Not Specified,Series A,Low,Large,Unknown
Company42,Canada,Hardware,2021-03-17,2021,"46,665",2493,5.34%,Design,500M,Private,Moderate,Large,Growth Stage
Company9,India,E-commerce,2025-10-14,2025,"2,031",34,1.67%,Design,Not specified,Series A,Low,Small,Unknown
Company25,Canada,Software,2024-03-04,2024,"10,001",429,4.29%,HR,Not specified,Private,Low,Medium,Unknown
Company4,France,E-commerce,2024-08-30,2024,"34,202",NA,0.00%,Operations,Not Specified,Series A,Low,Large,Unknown
DoorDash,Unknown,Automotive,2023-04-21,2023,"47,598",3687,7.75%,Design,100M,IPO,High,Large,Early Stage
Company46,United States,Software,2022-11-09,2022,"18,921",1877,9.92%,Product,2B,Public,Severe,Medium,Late Stage
Company42,United Kingdom,E-commerce,2022-01-25,2022,"9,316",852,9.15%,Sales,1B,Public,Severe,Medium,Late Stage
Company41,Germany,E-commerce,2024-10-15,2024,"11,440",829,7.25%,Design,1B,Private,High,Medium,Late Stage
Company15,France,E-commerce,2020-07-10,2020,"2,577",263,10.21%,Operations,5B+,Series A,Severe,Small,Mature
Company22,Germany,Fintech,2024-06-19,2024,"49,591",3119,6.29%,Engineering,Not Specified,Series A,Moderate,Large,Unknown
Company44,United States,Automotive,2024-12-18,2024,"4,670",77,1.65%,HR,5B+,Private,Low,Small,Mature
Company44,United States,E-commerce,2023-02-26,2023,"24,097",470,1.95%,Finance,Not Specified,Series A,Low,Large,Unknown
Palantir,United Kingdom,Software,2020-08-08,2020,"14,578",127,0.87%,Marketing,Not specified,Private,Low,Medium,Unknown
Apple,United States,Entertainment,2022-02-13,2022,"48,599",2718,5.59%,Design,Not Specified,IPO,Moderate,Large,Unknown
Company15,United States,Entertainment,2025-05-21,2025,"8,066",641,7.95%,Finance,Not Specified,IPO,High,Medium,Unknown
Company36,United Kingdom,Entertainment,2021-12-03,2021,"17,878",1424,7.97%,Operations,Not specified,Series A,High,Medium,Unknown
Netflix,Unknown,Entertainment,2025-08-04,2025,"37,563",537,1.43%,Marketing,100M,Series A,Low,Large,Early Stage
Google,Unknown,Software,2022-06-13,2022,"9,436",NA,0.00%,HR,1B,Public,Low,Medium,Late Stage
Company38,United States,Automotive,2025-03-05,2025,"41,228",3088,7.49%,Finance,5B+,Private,High,Large,Mature
Company33,United States,Entertainment,2022-07-30,2022,"26,499",25,0.09%,Finance,2B,Series A,Low,Large,Late Stage
Company8,France,Automotive,2025-05-26,2025,"28,469",886,3.11%,Sales,5B+,Series A,Low,Large,Mature
Company10,Canada,Social Media,2024-09-07,2024,"26,221",729,2.78%,Product,Not specified,Public,Low,Large,Unknown
Company24,India,Entertainment,2023-03-19,2023,"39,157",1894,4.84%,Finance,Not Specified,Public,Low,Large,Unknown
Twitter,Unknown,Entertainment,2025-01-21,2025,"22,353",977,4.37%,Marketing,2B,Public,Low,Large,Late Stage
Company20,Canada,Fintech,2025-11-23,2025,"34,124",224,0.66%,Operations,Not Specified,IPO,Low,Large,Unknown
Amazon,United States,Hardware,2021-06-11,2021,"32,433",440,1.36%,Design,5B+,Private,Low,Large,Mature
Palantir,Germany,Software,2022-06-02,2022,"28,482",1385,4.86%,Product,Not specified,Private,Low,Large,Unknown
